Título;Autores;Autorias compartilhadas;Editores;Editores de livros;Título da fonte;Data de publicação;Ano da publicação;Volume;Edição;Número da edição;Suplemento;Edição especial;Página inicial;Página final;Número do artigo;DOI;Título da conferência;Data da conferência;Total de citações;Média por ano;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
Biomass of Microalgae Spirulina Maxima as a Corrosion Inhibitor for 1020 Carbon Steel in Acidic Solution;"Rodrigues, Larissa Soares; do Valle, Anita Ferreira; D'Elia, Eliane";;;;INTERNATIONAL JOURNAL OF ELECTROCHEMICAL SCIENCE;JUL 2018;2018;13;7;;;;6169;6189;;10.20964/2018.07.11;;;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
Microalgae cultivation in agro-industrial effluents for biodiesel application: effects of the availability of nutrients;"Tango, Mariana Daniel; Calijuri, Maria Lucia; Assemany, Paula Peixoto; do Couto, Eduardo de Aguiar";;;;WATER SCIENCE AND TECHNOLOGY;JUL 2018;2018;78;1;;;;57;68;;10.2166/wst.2018.180;;;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0
Application of Fungicides and Microalgal Phenolic Extracts for the Direct Control of Fumonisin Contamination in Maize;"Scaglioni, Priscila Tessmer; Blandino, Massimo; Scarpino, Valentina; Giordano, Debora; Testa, Giulio; Badiale-Furlong, Eliana";;;;JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY;MAY 16 2018;2018;66;19;;;;4835;4841;;10.1021/acs.jafc.8b00540;;;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0
Does the photo-Fenton reaction work for microalgae control? A case study with Desmodesmus subspicatus;"Torres, Mariana de Almeida; de Liz, Marcus Vinicius; Rocha Martins, Lucia Regina; Freitas, Adriane Martins";;;;PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES;APR 2018;2018;17;4;;;;517;521;;10.1039/c7pp00443e;;;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1
Region Growing for Segmenting Green Microalgae Images;"Borges, Vinicius R. P.; de Oliveira, Maria Cristina F.; Silva, Thais Garcia; Henriques Vieira, Armando Augusto; Hamann, Bernd";;;;IEEE-ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS;JAN-FEB 2018;2018;15;1;;;;257;270;;10.1109/TCBB.2016.2615606;;;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0
Environmental impact of microalgal biomass production using wastewater resources;"Diniz, Graciela S.; Tourinho, Tiago C. O.; Silva, Anita F.; Chaloub, Ricardo M.";;;;CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY;DEC 2017;2017;19;10;;;;2521;2529;;10.1007/s10098-017-1433-y;;;4;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0
Hydrodynamic performance of two air nozzles diameters on the massive microalgae culture: Computational and experimental approaches;"Kubelka, Bruno Galler; Pinto, Waldir Terra; Abreu, Paulo Cesar";;;;ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS;NOV 2017;2017;27;;;;;318;324;;10.1016/j.algal.2017.09.024;;;4;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0
The experimental validation of a large-scale compact tubular microalgae photobioreactor model;"Ribeiro, R. L. L.; Vargas, J. V. C.; Mariano, A. B.; Ordonez, J. C.";;;;INTERNATIONAL JOURNAL OF ENERGY RESEARCH;NOV 2017;2017;41;14;;;;2221;2235;;10.1002/er.3784;;;4;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1
Cultivation of freshwater microalgae in biodiesel wash water;"Petraglia Sassi, Patricia Giulianna; Calixto, Clediana Dantas; da Silva Santana, Jordana Kaline; Sassi, Roberto; Costa Sassi, Cristiane Francisca; Abrahao, Raphael";;;;ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH;AUG 2017;2017;24;22;;;;18332;18340;;10.1007/s11356-017-9351-4;;;4;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0
MICROALGAE BIOMASS USE FOR LANTANIDES BIOSORPTION;"Heidelmann, G. P.; Roldao, T. M.; Egler, S. G.; Nascimento, M.; Giese, E. C.";;;;HOLOS;2017;2017;33;6;;;;170;179;;10.15628/holos.2017.6436;;;4;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0
Efficiency of Neutral Red, Evans Blue and MTT to assess viability of the freshwater microalgae Desmodesmus communis and Pediastrum boryanum;"Da Luz, Danieli Saul; Da Silva, Daniele Gomes; Souza, Marta Marques; Giroldo, Danilo; Gaspar Martins, Camila De Martinez";;;;PHYCOLOGICAL RESEARCH;JAN 2016;2016;64;1;;;;56;60;;10.1111/pre.12114;;;4;0,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0
Carbohydrates produced in batch cultures of the surf zone diatom Asterionellopsis glacialis sensu lato: Influence in vertical migration of the microalga and in bacterial abundance;"Maria, Lucas da Silva; da Rocha Franco, Andrea de Oliveira; Odebrecht, Clarisse; Giroldo, Danilo; Abreu, Paulo C.";;;;JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY;JAN 2016;2016;474;;;;;126;132;;10.1016/j.jembe.2015.10.009;;;4;0,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0
Robust Luenberger observers for microalgal cultures;"Benavides, Micaela; Coutinho, Daniel; Hantson, Anne-Lise; Van Impe, Jan; Wouwer, Alain Vande";;;;JOURNAL OF PROCESS CONTROL;DEC 2015;2015;36;;;;;55;63;;10.1016/j.jprocont.2015.09.005;;;4;0,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0
Evaluation of fatty acid composition of the microalgae Choricystis minor var. minor according to two different nutrient feeding strategies;"Menezes, R. S.; Soares, A. T.; Lopes, R. G.; Magnotti, C.; Derner, R. B.; Mori, C. C.; Vieira, A. A. H.; Antoniosi Filho, N. R.";;;;JOURNAL OF RENEWABLE AND SUSTAINABLE ENERGY;JUL 2015;2015;7;4;;;;;;43117;10.1063/1.4926908;;;4;0,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0
Growth and development time of subtropical Cladocera Diaphanosoma birgei Korinek, 1981 fed with different microalgal diets;"Sipauba-Tavares, L. H.; Truzzi, B. S.; Berchielli-Morais, F. A.";;;;BRAZILIAN JOURNAL OF BIOLOGY;MAY 2014;2014;74;2;;;;464;471;;10.1590/1519-6984.12012;;;4;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0
Rhamnogalactofuranan from the microalga Myrmecia biatorellae, symbiotic partner of Lobaria linita;"Cordeiro, Lucimara M. C.; Beilke, Flavio; Reinhardt, Vanessa de Fatima; Sassaki, Guilherme L.; Iacomini, Marcello";;;;PHYTOCHEMISTRY;OCT 2013;2013;94;;;;;254;259;;10.1016/j.phytochem.2013.06.008;;;4;0,44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0
New Geometric Models for Calculation of Microalgal Biovolume;"Konoplya, Barbara Idino; Soares, Francisco Striquer";;;;BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY;MAY-JUN 2011;2011;54;3;;;;527;534;;10.1590/S1516-89132011000300014;;;4;0,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0
THE EFFECT OF ALGINIC MATRIX ON CADMIUM UPTAKE BY AN IMMOBILIZED GREEN MICROALGAE;"LEITE, SGF; PINTO, GAS; DACOSTA, ACA";;;;REVISTA DE MICROBIOLOGIA;JUL-SEP 1993;1993;24;3;;;;179;181;;;;;4;0,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Microalgae based biofertilizer: A life cycle approach;"Castro, Jackeline de Siqueira; Calijuri, Maria Lucia; Ferreira, Jessica; Assemany, Paula Peixoto; Ribeiro, Vinicius Jose";;;;SCIENCE OF THE TOTAL ENVIRONMENT;JUL 1 2020;2020;724;;;;;;;138138;10.1016/j.scitotenv.2020.138138;;;3;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
Effects of dietary supplementation with a microalga (Schizochytrium sp.) on the hemato-immunological, and intestinal histological parameters and gut microbiota of Nile tilapia in net cages;"de Souza, Felipe Pinheiro; Suzuki de Lima, Ed Christian; Urrea-Rojas, Angela Maria; Suphoronski, Suelen Aparecida; Facimoto, Cesar Toshio; Bezerra Junior, Jailton da Silva; Silva de Oliveira, Thalita Evani; Pereira, Ulisses de Padua; Di Santis, Giovana Wingeter; Lopes de Oliveira, Carlos Antonio; Lopera-Barrero, Nelson Mauricio";;;;PLOS ONE;JAN 2 2020;2020;15;1;;;;;;e0226977;10.1371/journal.pone.0226977;;;3;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
The Effect of ZnO Nanoparticles Morphology on the Toxicity Towards Microalgae Pseudokirchneriella subcapitata;"Pereira, Flavia F.; Paris, Elaine C.; Bresolin, Joana D.; Mitsuyuki, Milene C.; Ferreira, Marcos D.; Correa, Daniel S.";;;;JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY;JAN 2020;2020;20;1;;;;48;63;;10.1166/jnn.2020.16880;;;3;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0
Biomass and lipid characterization of microalgae genera Botryococcus, Chlorella, and Desmodesmus aiming high-value fatty acid production;"Ferreira, Gabriela F.; Rios Pinto, Luisa F.; Carvalho, Patricia O.; Coelho, Mirela B.; Eberlin, Marcos N.; Maciel Filho, Rubens; Fregolente, Leonardo, V";;;;BIOMASS CONVERSION AND BIOREFINERY;;2019;;;;;;;;;10.1007/s13399-019-00566-3;;;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
Coagulation and dissolved air flotation as a harvesting method for microalgae cultivated in wastewater;"Leite, Luan de Souza; Hoffmann, Maria Teresa; Daniel, Luiz Antonio";;;;JOURNAL OF WATER PROCESS ENGINEERING;DEC 2019;2019;32;;;;;;;100947;10.1016/j.jwpe.2019.100947;;;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
Enzymatic Pretreatment of Microalgae: Cell Wall Disruption, Biomass Solubilisation and Methane Yield Increase;"Cordova, Olivia; Passos, Fabiana; Chamy, Rolando";;;;APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY;NOV 2019;2019;189;3;;;;787;797;;10.1007/s12010-019-03044-8;;;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
Inhibition effect of zinc, cadmium, and nickel ions in microalgal growth and nutrient uptake from water: An experimental approach;"Santos, Francisca M.; Mazur, Luciana P.; Mayer, Diego A.; Vilar, Vitor J. P.; Pires, Jose C. M.";;;;CHEMICAL ENGINEERING JOURNAL;JUN 15 2019;2019;366;;;;;358;367;;10.1016/j.cej.2019.02.080;;;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0
Cultivation of different microalgae with pentose as carbon source and the effects on the carbohydrate content;"Bastos de Freitas, Barbara Catarina; Bracher, Eduarda Holz; de Morais, Etiele Greque; Pires Atala, Daniel Ibraim; de Morais, Michele Greque; Vieira Costa, Jorge Alberto";;;;ENVIRONMENTAL TECHNOLOGY;APR 3 2019;2019;40;8;;;;1062;1070;;10.1080/09593330.2017.1417491;;;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0
Interactions between benthic microalgae, nutrients and benthic macroinvertebrates in reservoirs from the semi-arid Neotropical region;"do Nascimento Filho, Silvano Lima; de Franca, Elton Jose; de Melo Junior, Mauro; Moura, Ariadne do Nascimento";;;;FUNDAMENTAL AND APPLIED LIMNOLOGY;APR 2019;2019;192;3;;;;237;254;;10.1127/fal/2019/1180;;;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0
Comparative effects of seawater acidification on microalgae: Single and multispecies toxicity tests;"Bautista-Chamizo, E.; Sendra, M.; De Orte, M. R.; Riba, I";;;;SCIENCE OF THE TOTAL ENVIRONMENT;FEB 1 2019;2019;649;;;;;224;232;;10.1016/j.scitotenv.2018.08.225;;;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0
Effects of CO2 enrichment on two microalgae species: A toxicity approach using consecutive generations;"Bautista-Chamizo, Esther; Borrero-Santiago, Ana R.; De Orte, Manoela R.; DelValls, Angel; Riba, Inmaculada";;;;CHEMOSPHERE;DEC 2018;2018;213;;;;;84;91;;10.1016/j.chemosphere.2018.09.001;;;3;0,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0
Treatment of food waste digestate using microalgae-based systems with low-intensity light-emitting diodes;"Torres Franco, Andres Felipe; Araujo, Scarlet da Encarnacao; Passos, Fabiana; de Lemos Chernicharo, Carlos Augusto; Mota Filho, Cesar Rossas; Figueredo, Cleber Cunha";;;;WATER SCIENCE AND TECHNOLOGY;JUL 2018;2018;78;1;;;;225;234;;10.2166/wst.2018.198;;;3;0,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
Viability of biodiesel production from a thermophilic microalga in conventional and alternative culture media;"D'Alessandro, Emmanuel Bezerra; Soares, Aline Terra; Pereira, Juliao; Antoniosi Filho, Nelson Roberto";;;;BRAZILIAN JOURNAL OF BOTANY;JUN 2018;2018;41;2;;;;319;327;;10.1007/s40415-018-0459-7;;;3;0,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
Rapid isolation of culturable microalgae from a tropical shallow lake system;"Fistarol, Giovana O.; Hargreaves, Paulo I.; Walter, Juline M.; Viana, Tatiana V.; Gomes, Piter D. F.; Lourenco, Caio Brito; Rezende, Carlos E.; Gregoracci, Gustavo; Rua, Cintia; Thompson, Cristiane C.; Thompson, Fabiano L.; Salomon, Paulo S.";;;;JOURNAL OF APPLIED PHYCOLOGY;JUN 2018;2018;30;3;;;;1807;1819;;10.1007/s10811-018-1404-7;;;3;0,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0
Evaluation of secretion reporters to microalgae biotechnology: Blue to red fluorescent proteins;"Dutra Molino, Joao Vitor; Monteiro de Carvalho, Joao Carlos; Mayfield, Stephen";;;;ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS;APR 2018;2018;31;;;;;252;261;;10.1016/j.algal.2018.02.018;;;3;0,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
Boar sperm quality after supplementation of diets with omega-3 polyunsaturated fatty acids extracted from microalgae;"Andriola, Y. T.; Moreira, F.; Anastacio, E.; Camelo, F. A., Jr.; Silva, A. C.; Varela, A. S., Jr.; Gheller, S. M. M.; Goularte, K. L.; Corcini, C. D.; Lucia, T., Jr.";;;;ANDROLOGIA;FEB 2018;2018;50;1;;;;;;e12825;10.1111/and.12825;;;3;0,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0
Effect of depth of high-rate ponds on the assimilation of CO2 by microalgae cultivated in domestic sewage;"Couto, E. A.; Calijuri, M. L.; Assemany, P. P.; Souza, M. H. B.";;;;ENVIRONMENTAL TECHNOLOGY;2018;2018;39;20;;;;2653;2661;;10.1080/09593330.2017.1364302;;;3;0,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0
Nutrient cycling in meat processing industry by microalgae-based processes;"dos Santos, Alberto Meireles; dos Santos, Aline Meireles; Sartori, Rafaela Basso; Queiroz, Leila Zepka; Barin, Juliano Smanioto; Jacob-Lopes, Eduardo";;;;DESALINATION AND WATER TREATMENT;DEC 2017;2017;100;;;;;91;99;;10.5004/dwt.2017.21719;;;3;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0
Evaluating the Potential of Biodiesel Production through Microalgae Farming in Photobioreactor and High Rate Ponds from Wastewater Treatment;"Pinho, David M. M.; Oliveira, Renato S.; dos Santos, Vitor M. L.; Marques, Welington F.; Pinto, Angelo C.; Rezende, Michelle J. C.; Suarez, Paulo A. Z.";;;;JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY;DEC 2017;2017;28;12;;;;2429;2437;;10.21577/0103-5053.20170097;;;3;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0
Microalgae biopeptides applied in nanofibers for the development of active packaging;"Goncalves, Carolina Ferrer; Schmatz, Daiane Angelica; Uebel, Livia da Silva; Kuntzler, Suelen Goettems; Vieira Costa, Jorge Alberto; Zimmer, Karine Rigon; de Morais, Michele Greque";;;;POLIMEROS-CIENCIA E TECNOLOGIA;OCT-DEC 2017;2017;27;4;;;;290;297;;10.1590/0104-1428.2403;;;3;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
Investigation of nanotoxicological effects of nanostructured hydroxyapatite to microalgae Pseudokirchneriella subcapitata;"Pereira, Flavia F.; Paris, Elaine C.; Bresolin, Joana D.; Foschini, Milene M.; Ferreira, Marcos D.; Correa, Daniel S.";;;;ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY;OCT 2017;2017;144;;;;;138;147;;10.1016/j.ecoenv.2017.06.008;;;3;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
Potential prebiotic oligosaccharides from aqueous thermopressurized phosphoric acid hydrolysates of microalgae used in treatment of gaseous steakhouse waste;"Sauer Leal, Bruna Elise; Prado, Marcelo Real; Grzybowski, Adelia; Tiboni, Marcela; Koop, Heidegrid Siebert; Scremin, Lucas Blitzkow; Sakuma, Anderson Cardoso; Takamatsu, Alexandre Akira; dos Santos, Augusto Farfus; Cavalcanti, Valeria Ferreira; Fontana, Jose Domingos";;;;ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS;JUN 2017;2017;24;;A;;;138;147;;10.1016/j.algal.2017.03.020;;;3;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
